id,name,slug,small_logo_thumb_url,website,all_locations,long_description,one_liner,team_size,industry,subindustry,launched_at,tags/0,tags/1,top_company,isHiring,nonprofit,batch,status,industries/0,industries/1,regions/0,regions/1,stage,app_video_public,demo_day_video_public,app_answers,question_answers,objectID,_highlightResult/name/value,_highlightResult/name/matchLevel,_highlightResult/website/value,_highlightResult/website/matchLevel,_highlightResult/all_locations/value,_highlightResult/all_locations/matchLevel,_highlightResult/long_description/value,_highlightResult/long_description/matchLevel,_highlightResult/one_liner/value,_highlightResult/one_liner/matchLevel,_highlightResult/tags/0/value,_highlightResult/tags/0/matchLevel,_highlightResult/tags/1/value,_highlightResult/tags/1/matchLevel,former_names/0,_highlightResult/former_names/0/value,_highlightResult/former_names/0/matchLevel,tags/2,tags/3,regions/2,regions/3,_highlightResult/tags/2/value,_highlightResult/tags/2/matchLevel,_highlightResult/tags/3/value,_highlightResult/tags/3/matchLevel,tags/4,_highlightResult/tags/4/value,_highlightResult/tags/4/matchLevel,former_names/1,_highlightResult/former_names/1/value,_highlightResult/former_names/1/matchLevel,tags_highlighted/0,former_names/2,_highlightResult/former_names/2/value,_highlightResult/former_names/2/matchLevel
30741,F4,f4,https://bookface-images.s3.amazonaws.com/small_logos/a1af9d562299111b9e8590450d36412897ddd8f8.png,https://f4.dev/,"San Francisco, CA, USA","Built by former Tesla & SpaceX engineers, F4 is a platform that helps you catch and fix drawing compliance issues instantly. F4 ensures design engineers never release noncompliant drawings—and suppliers never misinterpret them. We help hardware teams eliminate costly scrap, rework, and miscommunication at the root.

With a compliant drawing, F4 generates end-to-end drawing interpretations for standard definitions, inspection plan, and tolerance analysis application.

F4 automatically interprets all GD&T symbols, datums, and notes based on the correct standards - no more second-guessing or misreading intent. Everyone from design to manufacturing sees the same definition, keeping teams aligned and avoiding costly miscommunication.

F4 generates a complete inspection plan straight from the drawing, so quality teams know exactly what to measure, how, and where. This eliminates manual setup, reduces delays during first article inspection, and helps catch issues before they reach production.

F4 gives engineers everything they need from the drawing to set up a reliable tolerance analysis, applicable features, and rule exceptions. By making it easy to bridge engineering drawings to tolerance analysis, teams can catch potential fit or function issues early - before parts are fabricated and assembled.
",Automating compliance checks for engineering drawings,2,Industrials,Industrials,1752681359,Hardware,B2B,false,false,false,Summer 2025,Active,Industrials,,United States of America,America / Canada,Early,false,false,,false,30741,F4,none,https://f4.dev/,none,"San Francisco, CA, USA",none,"Built by former Tesla & SpaceX engineers, F4 is a platform that helps you catch and fix drawing compliance issues instantly. F4 ensures design engineers never release noncompliant drawings—and suppliers never misinterpret them. We help hardware teams eliminate costly scrap, rework, and miscommunication at the root.

With a compliant drawing, F4 generates end-to-end drawing interpretations for standard definitions, inspection plan, and tolerance analysis application.

F4 automatically interprets all GD&T symbols, datums, and notes based on the correct standards - no more second-guessing or misreading intent. Everyone from design to manufacturing sees the same definition, keeping teams aligned and avoiding costly miscommunication.

F4 generates a complete inspection plan straight from the drawing, so quality teams know exactly what to measure, how, and where. This eliminates manual setup, reduces delays during first article inspection, and helps catch issues before they reach production.

F4 gives engineers everything they need from the drawing to set up a reliable tolerance analysis, applicable features, and rule exceptions. By making it easy to bridge engineering drawings to tolerance analysis, teams can catch potential fit or function issues early - before parts are fabricated and assembled.
",none,Automating compliance checks for engineering drawings,none,Hardware,none,B2B,none,,,,Industrial,,,,Industrial,none,,,,,,,,,,,,
30727,Alara,alara,https://bookface-images.s3.amazonaws.com/small_logos/d5adee669e859434dbf90f866697a82e1a2fc2bd.png,http://alaradental.com,,"Alara aggregates product listings from numerous suppliers, shows real-time price comparisons, and lets dentists order from different vendors in a single cart. With Alara, dental offices are saving time and money when ordering supplies. ",Procurement Platform for Dental Offices,0,B2B,B2B,1755223060,Artificial Intelligence,Dental,false,false,false,Summer 2025,Active,B2B,,Unspecified,,Early,false,false,,false,30727,Alara,none,http://alaradental.com,none,,none,"Alara aggregates product listings from numerous suppliers, shows real-time price comparisons, and lets dentists order from different vendors in a single cart. With Alara, dental offices are saving time and money when ordering supplies. ",none,Procurement Platform for Dental Offices,none,Artificial Intelligence,none,Dental,none,DentalSteals,DentalSteals,none,Procurement,,,,Procurement,none,,,,,,,,,,,,
30721,Knowlify,knowlify,https://bookface-images.s3.amazonaws.com/small_logos/f9c7327b2253f8bd8e5f5ae01e113ba12ee0e4bd.png,https://knowlify.net/,"San Francisco, CA, USA","Everyone loves the way 3Blue1Brown explains complex ideas. Now imagine having that same level of clarity for any topic, tailored to each learner’s needs.

That’s what we’re building at Knowlify.

Current use cases:
- Researchers turn dense papers into clear, digestible explanations
- Textbook publishers help students grasp challenging concepts
- Universities produce high-quality content while cutting costs by 90%
- Corporations keep teams sharp and up to date on the latest technologies

With Knowlify, the possibilities for learning are limitless.",Convert textual content into explainer videos in < 15s,4,B2B,B2B,1754937543,AI-Enhanced Learning,Artificial Intelligence,false,false,false,Summer 2025,Active,B2B,,United States of America,America / Canada,Early,false,false,,false,30721,Knowlify,none,https://knowlify.net/,none,"San Francisco, CA, USA",none,"Everyone loves the way 3Blue1Brown explains complex ideas. Now imagine having that same level of clarity for any topic, tailored to each learner’s needs.

That’s what we’re building at Knowlify.

Current use cases:
- Researchers turn dense papers into clear, digestible explanations
- Textbook publishers help students grasp challenging concepts
- Universities produce high-quality content while cutting costs by 90%
- Corporations keep teams sharp and up to date on the latest technologies

With Knowlify, the possibilities for learning are limitless.",none,Convert textual content into explainer videos in < 15s,none,AI-Enhanced Learning,none,Artificial Intelligence,none,Knowlify,Knowlify,none,Education,B2B,,,Education,none,B2B,none,,,,Ritvik Varada,Ritvik Varada,none,,,,
30703,Riff,riff,https://bookface-images.s3.amazonaws.com/small_logos/d63a87fa04a91e21264426ce96efd1e5bed8b086.png,https://goriff.com/,"San Francisco, CA, USA","Riff is a music editor with superpowers — helping artists work faster and making it easier than ever for hobbyists to break into music.

As we continue to build, we see Riff turning into an entirely new paradigm for creating music.",Cursor for music production,2,Consumer,Consumer,1752283172,Artificial Intelligence,Consumer,false,false,false,Summer 2025,Active,Consumer,,United States of America,America / Canada,Early,false,false,,false,30703,Riff,none,https://goriff.com/,none,"San Francisco, CA, USA",none,"Riff is a music editor with superpowers — helping artists work faster and making it easier than ever for hobbyists to break into music.

As we continue to build, we see Riff turning into an entirely new paradigm for creating music.",none,Cursor for music production,none,Artificial Intelligence,none,Consumer,none,,,,Music,,,,Music,none,,,,,,,,,,,,
30683,Louiza Labs,louiza-labs,https://bookface-images.s3.amazonaws.com/small_logos/4220e2cfc6aae811d256a42fb434498602e5b513.png,https://www.louiza.ai/,"San Francisco, CA, USA","Louiza Labs build digital twins of real customers so brands can get preference data on demand with an end-to-end platform connecting consumers, manufacturers, and f&b brands.",Digital Twins,2,B2B,Healthcare,1754166755,Manufacturing,Food Tech,false,false,false,Summer 2025,Active,B2B,"Engineering, Product and Design",United States of America,America / Canada,Early,false,false,,false,30683,Louiza Labs,none,https://www.louiza.ai/,none,"San Francisco, CA, USA",none,"Louiza Labs build digital twins of real customers so brands can get preference data on demand with an end-to-end platform connecting consumers, manufacturers, and f&b brands.",none,Digital Twins,none,Manufacturing,none,Food Tech,none,Ouiza,Ouiza,none,Food & Beverage,,,,Food & Beverage,none,,,,,,Louiza Labs,Louiza Labs,none,,Ouiza,Ouiza,none
30677,Kalinda,kalinda,https://bookface-images.s3.amazonaws.com/small_logos/dc717d7521c4543043c20540b7ff90d62356bd8e.png,https://www.kalinda.ai/,"San Francisco, CA, USA","Kalinda helps class action law firms qualify potential cases in minutes with AI.

The nature of class action/mass torts involves thousands of cases for a single lawsuit. For every plaintiff (injured person), law firms involved in these cases compile everything from the products they used to the injuries they have. This data is extensive, granular, and buried deep in thousands of pages of medical, financial, and employment records and others.

Kalinda extracts, summarizes, and aggregates data from these records for attorneys with AI.

When scaled across an entire litigation, Kalinda works tirelessly and in parallel—turning a process that once took months into just a few hours. 

Kalinda provides firms with the equivalent manpower of hundreds of paralegals and legal nurses, allowing them to quickly determine which claimants are eligible and helping them file faster and in greater volume.

To date, we’ve processed 600k pages of records and are live with 2 of the largest plaintiff law firms in the U.S!",Deep research for class action law firms,2,B2B,B2B -> Legal,1755462558,Artificial Intelligence,SaaS,false,false,false,Summer 2025,Active,B2B,Legal,United States of America,America / Canada,Early,false,false,,false,30677,Kalinda,none,https://www.kalinda.ai/,none,"San Francisco, CA, USA",none,"Kalinda helps class action law firms qualify potential cases in minutes with AI.

The nature of class action/mass torts involves thousands of cases for a single lawsuit. For every plaintiff (injured person), law firms involved in these cases compile everything from the products they used to the injuries they have. This data is extensive, granular, and buried deep in thousands of pages of medical, financial, and employment records and others.

Kalinda extracts, summarizes, and aggregates data from these records for attorneys with AI.

When scaled across an entire litigation, Kalinda works tirelessly and in parallel—turning a process that once took months into just a few hours. 

Kalinda provides firms with the equivalent manpower of hundreds of paralegals and legal nurses, allowing them to quickly determine which claimants are eligible and helping them file faster and in greater volume.

To date, we’ve processed 600k pages of records and are live with 2 of the largest plaintiff law firms in the U.S!",none,Deep research for class action law firms,none,Artificial Intelligence,none,SaaS,none,,,,B2B,Legal,,,B2B,none,Legal,none,LegalTech,LegalTech,none,,,,,,,
30670,cocreate,cocreate,https://bookface-images.s3.amazonaws.com/small_logos/0fa7e6874bb04b698aead6e523b8be6359e8af3d.png,https://cocreate.so,"San Francisco, CA, USA","Before editing begins, professional video teams spend days copying, organizing, and prepping footage — a process that can eat up 40% of a project’s time and budget. CoCreate runs in the background during backup, delivering fully organized, searchable, and edit-ready projects for Premiere, Avid, Final Cut, or Resolve the moment media is offloaded. The result: faster turnarounds, fewer errors, and more time spent actually editing.",AI-native video production software that automates post-production,4,Consumer,Consumer -> Content,1755287719,Artificial Intelligence,Consumer,false,false,false,Summer 2025,Active,Consumer,Content,United States of America,America / Canada,Early,false,false,,false,30670,cocreate,none,https://cocreate.so,none,"San Francisco, CA, USA",none,"Before editing begins, professional video teams spend days copying, organizing, and prepping footage — a process that can eat up 40% of a project’s time and budget. CoCreate runs in the background during backup, delivering fully organized, searchable, and edit-ready projects for Premiere, Avid, Final Cut, or Resolve the moment media is offloaded. The result: faster turnarounds, fewer errors, and more time spent actually editing.",none,AI-native video production software that automates post-production,none,Artificial Intelligence,none,Consumer,none,CoCreate,CoCreate,none,Video,,,,Video,none,,,,,,,,,,,,
30665,Pangolin,pangolin,https://bookface-images.s3.amazonaws.com/small_logos/e255c0b8547eae92642ef5a790e42e33f9bed016.png,https://pangolin.net,,"Pangolin is building a new kind of open-source proxy: cloud-orchestrated, identity-aware, tunneled, and highly available. It’s the simplest way to securely expose applications on any network—only the people you want get access to your apps, and we block everyone else.",Open-source alternative to Cloudflare Tunnels,2,B2B,B2B -> Infrastructure,1752801073,,,false,true,false,Summer 2025,Active,B2B,Infrastructure,Unspecified,,Early,false,false,,false,30665,Pangolin,none,https://pangolin.net,none,,none,"Pangolin is building a new kind of open-source proxy: cloud-orchestrated, identity-aware, tunneled, and highly available. It’s the simplest way to securely expose applications on any network—only the people you want get access to your apps, and we block everyone else.",none,Open-source alternative to Cloudflare Tunnels,none,,,,,,,,,,,,,,,,,,,,,,,,,
30663,Tesora,tesora,https://bookface-images.s3.amazonaws.com/small_logos/2793bc4802e1c1cddfc383aed3ac255ec33a0465.png,https://tesora.ai,"San Francisco, CA, USA","Tesora builds Digital Employees for manufacturers. Our sourcing analyst handles supplier discovery, qualification, and negotiations over voice and email, creating a net new function that was not possible before.  ",Digital employees for manufacturing operations,2,B2B,B2B,1755571936,Artificial Intelligence,B2B,false,false,false,Summer 2025,Active,B2B,Supply Chain and Logistics,United States of America,America / Canada,Early,false,false,,false,30663,Tesora,none,https://tesora.ai,none,"San Francisco, CA, USA",none,"Tesora builds Digital Employees for manufacturers. Our sourcing analyst handles supplier discovery, qualification, and negotiations over voice and email, creating a net new function that was not possible before.  ",none,Digital employees for manufacturing operations,none,Artificial Intelligence,none,B2B,none,,,,Supply Chain,Procurement,,,Supply Chain,none,Procurement,none,,,,,,,,,,
30657,Nori,nori,https://bookface-images.s3.amazonaws.com/small_logos/60de07c4ea314cd8ec771f12dbd0151f725a956d.png,https://nori.ai,"New York, NY, USA","Nori takes *all* of your health data—Apple Health, Oura, Whoop, Peloton, nutrition apps, Garmin, MyChart, blood tests from Function Health, Superpower—all feeding your personal health AI.

With Nori, you get health advice that's personalized to you, practical and achievable, and based on proven, evidence-backed approaches.

Who it’s for: People who want weight loss, better energy, or faster recovery—starting with iOS users",Mint.com for Health—All your health data + personal health coach,2,Healthcare,Healthcare -> Consumer Health and Wellness,1760987305,Artificial Intelligence,Consumer Health Services,false,false,false,Fall 2025,Active,Healthcare,Consumer Health and Wellness,United States of America,America / Canada,Early,false,false,,false,30657,Nori,none,https://nori.ai,none,"New York, NY, USA",none,"Nori takes *all* of your health data—Apple Health, Oura, Whoop, Peloton, nutrition apps, Garmin, MyChart, blood tests from Function Health, Superpower—all feeding your personal health AI.

With Nori, you get health advice that's personalized to you, practical and achievable, and based on proven, evidence-backed approaches.

Who it’s for: People who want weight loss, better energy, or faster recovery—starting with iOS users",none,Mint.com for Health—All your health data + personal health coach,none,Artificial Intelligence,none,Consumer Health Services,none,Unison Labs,Unison Labs,none,Health Tech,Digital Health,Remote,Partly Remote,Health Tech,none,Digital Health,none,Health & Wellness,Health & Wellness,none,Nori Health,Nori Health,none,,,,
30656,DeepGrove,deepgrove,https://bookface-images.s3.amazonaws.com/small_logos/59526ba018b33a62299943322dc03eae29a298f4.png,,,,Frontier Intelligence. On Any Device.,2,B2B,B2B,1753646840,,,false,true,false,Summer 2025,Active,B2B,,Unspecified,,Early,false,false,,false,30656,DeepGrove,none,,none,,none,,none,Frontier Intelligence. On Any Device.,none,,,,,DeepGrove AI,DeepGrove AI,none,,,,,,,,,,,,,,,,,,
30653,Skope,skope,https://bookface-images.s3.amazonaws.com/small_logos/2c24ca870b6eaffd66597cfdb3e463eeed660675.png,https://useskope.com,"San Francisco, CA, USA",,,2,B2B,B2B,1750879126,Artificial Intelligence,B2B,false,false,false,Summer 2025,Active,B2B,,United States of America,America / Canada,Early,false,false,,false,30653,Skope,none,https://useskope.com,none,"San Francisco, CA, USA",none,,none,,none,Artificial Intelligence,none,B2B,none,,,,,,,,,,,,,,,,,,,,,
30637,Design Arena,design-arena,https://bookface-images.s3.amazonaws.com/small_logos/5f1a8344ff885ad778d50753135552f998c9bb9e.png,https://www.designarena.ai/,"San Francisco, CA, USA",,World's largest crowdsourced benchmark for AI-generated design,3,Consumer,Unspecified,1753857560,Artificial Intelligence,Design,false,false,false,Summer 2025,Active,Consumer,,United States of America,America / Canada,Early,false,false,,false,30637,Design Arena,none,https://www.designarena.ai/,none,"San Francisco, CA, USA",none,,none,World's largest crowdsourced benchmark for AI-generated design,none,Artificial Intelligence,none,Design,none,,,,Crowdsourcing,,,,Crowdsourcing,none,,,,,,,,,,,,
30634,bitrig,bitrig,https://bookface-images.s3.amazonaws.com/small_logos/cab11cbab7740801b864a1576c8a78d2f69fa8e6.png,https://www.bitrig.app,,"Bitrig is the only vibe coder that writes native Swift, which is how the top mobile apps are coded. It's like Lovable for iPhone apps.

Kyle and Jacob are creators of SwiftUI, Apple's UI framework for building modern iOS apps, and led its development for the past 10 years. Tim was co-founder and designer of Storehouse, where he won an Apple Design Award and was later acquired by Square. 

Download bitrig from the App Store:
https://apps.apple.com/us/app/bitrig/id6747835910","Vibe code, test, and deploy Swift apps. All from your iPhone.",3,B2B,Consumer,1755626076,,,false,false,false,Summer 2025,Active,B2B,"Engineering, Product and Design",Unspecified,,Early,false,false,,false,30634,bitrig,none,https://www.bitrig.app,none,,none,"Bitrig is the only vibe coder that writes native Swift, which is how the top mobile apps are coded. It's like Lovable for iPhone apps.

Kyle and Jacob are creators of SwiftUI, Apple's UI framework for building modern iOS apps, and led its development for the past 10 years. Tim was co-founder and designer of Storehouse, where he won an Apple Design Award and was later acquired by Square. 

Download bitrig from the App Store:
https://apps.apple.com/us/app/bitrig/id6747835910",none,"Vibe code, test, and deploy Swift apps. All from your iPhone.",none,,,,,Aurelia,Aurelia,none,,,,,,,,,,,,BitRig,BitRig,none,,,,
30621,Pond,pond,https://bookface-images.s3.amazonaws.com/small_logos/b509b40e2c3c32e42ebe7d8742a534de91515647.png,https://trypond.ai,"San Francisco, CA, USA","We’re building an AI-native messaging app. Pond is a desktop app you can use with your existing messaging services like iMessage (and soon WhatsApp + more). You can see important messages you haven’t replied to, snooze conversations, answer customers in your voice, and more.",Superhuman for text messages,2,B2B,B2B -> Productivity,1752567931,Artificial Intelligence,Productivity,false,false,false,Summer 2025,Active,B2B,Productivity,United States of America,America / Canada,Early,false,false,,false,30621,Pond,none,https://trypond.ai,none,"San Francisco, CA, USA",none,"We’re building an AI-native messaging app. Pond is a desktop app you can use with your existing messaging services like iMessage (and soon WhatsApp + more). You can see important messages you haven’t replied to, snooze conversations, answer customers in your voice, and more.",none,Superhuman for text messages,none,Artificial Intelligence,none,Productivity,none,,,,Messaging,,,,Messaging,none,,,,,,,,,,,,
30616,Async,async,https://bookface-images.s3.amazonaws.com/small_logos/a6a6a6deeb99cb0fdc200c141518d2d94972bd2b.png,https://www.async.build/,,"Async is an open-source task management tool that doesn't just track work, it does it.
Async automatically triages tickets, completes them, and tests from end-to-end. We're fully open-source and self-hostable, so you can customize Async to work for your company and your processes.

Our mission is to kill engineering busywork: bug fixes, UI tweaks, papercuts, and KTLO.",AI-native Linear,2,B2B,B2B -> Productivity,1752630869,Artificial Intelligence,Developer Tools,false,false,false,Summer 2025,Active,B2B,Productivity,Unspecified,,Early,false,false,,false,30616,Async,none,https://www.async.build/,none,,none,"Async is an open-source task management tool that doesn't just track work, it does it.
Async automatically triages tickets, completes them, and tests from end-to-end. We're fully open-source and self-hostable, so you can customize Async to work for your company and your processes.

Our mission is to kill engineering busywork: bug fixes, UI tweaks, papercuts, and KTLO.",none,AI-native Linear,none,Artificial Intelligence,none,Developer Tools,none,,,,B2B,,,,B2B,none,,,,,,,,,,,,
30560,Foundation Industries,foundation-industries,https://bookface-images.s3.amazonaws.com/small_logos/c9c4d6c7b4eeb36609b87bd95a70ffca51164330.png,https://www.foundation-industries.com/,,"Foundation Industries supplies components to hard tech companies with a sharp focus on quick turn ability. Our manufacturing processes are purpose built for the high mix nature of prototype work which allows us to command better margins and turn times. 

One of the major reasons U.S. Manufacturing has fallen behind is a lack of urgency. If I were to order a part in Shenzhen at 8 AM, it would be on my desk by lunch time. This compounds over time and we look to bring that same power law back to the Unites States starting in the Bay Area.

Our first capability that we are starting with is high precision 5 axis milling. If you are in need of parts on a quick turn feel free to reach out to us at : founders@foundation-industries.com. We are doing a controlled release of the service to if you would like to give us a shot we will forward you a link and access key. 


",We supply hard tech companies with critical components.,3,Industrials,Industrials -> Manufacturing and Robotics,1746512449,Manufacturing,Industrial,false,false,false,Spring 2025,Active,Industrials,,Unspecified,,Early,false,false,,false,30560,Foundation Industries,none,https://www.foundation-industries.com/,none,,none,"Foundation Industries supplies components to hard tech companies with a sharp focus on quick turn ability. Our manufacturing processes are purpose built for the high mix nature of prototype work which allows us to command better margins and turn times. 

One of the major reasons U.S. Manufacturing has fallen behind is a lack of urgency. If I were to order a part in Shenzhen at 8 AM, it would be on my desk by lunch time. This compounds over time and we look to bring that same power law back to the Unites States starting in the Bay Area.

Our first capability that we are starting with is high precision 5 axis milling. If you are in need of parts on a quick turn feel free to reach out to us at : founders@foundation-industries.com. We are doing a controlled release of the service to if you would like to give us a shot we will forward you a link and access key. 


",none,We supply hard tech companies with critical components.,none,Manufacturing,none,Industrial,none,,,,,,,,,,,,,,,,,,,,,
30556,Cascade Space,cascade-space,https://bookface-images.s3.amazonaws.com/small_logos/8b61a9c6976c89879b6647cf5de4a9c135cae19d.png,https://cascade.space,,"Cascade Space is building a turn-key communications system for lunar and deep space missions. Our ground station network and integrated software tools work together to maximize uptime and availability, while reducing spacecraft iteration cycles from weeks to hours. 
",Deep space communications as a service,3,Industrials,Industrials -> Aviation and Space,1746647881,Hard Tech,Hardware,false,true,false,Spring 2025,Active,Industrials,Aviation and Space,Unspecified,,Early,false,false,,false,30556,Cascade Space,none,https://cascade.space,none,,none,"Cascade Space is building a turn-key communications system for lunar and deep space missions. Our ground station network and integrated software tools work together to maximize uptime and availability, while reducing spacecraft iteration cycles from weeks to hours. 
",none,Deep space communications as a service,none,Hard Tech,none,Hardware,none,,,,SaaS,Aerospace,,,SaaS,none,Aerospace,none,Industrial,Industrial,none,,,,,,,
30548,Theorem,theorem-2,https://bookface-images.s3.amazonaws.com/small_logos/4462cecf7e86ccbeaa67750a89b934e1dcf2fa9f.png,https://theorem.dev,"San Francisco, CA, USA","Theorem is training models that make program verification 10,000 times faster. Using verification as a feedback loop, developers have found zero-days in GPU accelerated code and cryptography implementations, and sped up code migration in legacy systems. If you have complicated code that needs to be correct and secure, sign up for our beta!",Program verification so even your systems engineers can vibecode,4,B2B,B2B -> Security,1747681841,Machine Learning,,false,true,false,Spring 2025,Active,B2B,Security,United States of America,America / Canada,Early,false,false,,false,30548,Theorem,none,https://theorem.dev,none,"San Francisco, CA, USA",none,"Theorem is training models that make program verification 10,000 times faster. Using verification as a feedback loop, developers have found zero-days in GPU accelerated code and cryptography implementations, and sped up code migration in legacy systems. If you have complicated code that needs to be correct and secure, sign up for our beta!",none,Program verification so even your systems engineers can vibecode,none,Machine Learning,none,,,Aletheia,Aletheia,none,,,,,,,,,,,,,,,,,,
30541,Code Four,code-four,https://bookface-images.s3.amazonaws.com/small_logos/484fe167f81b504f3783e0d04f12060ec5bf7d11.png,https://codefour.us/,"San Francisco, CA, USA","Code Four slashes the administrative burden on law enforcement through AI-driven automation. Officers spend up to a third of their shifts manually transcribing body camera footage, creating inaccuracies, reducing transparency, and cutting into frontline duties. We're here to eliminate these inefficiencies by integrating with body cameras, record management systems, and digital evidence management systems—acting as a software layer for data processing. 

We free the most overworked and underappreciated people in the world: police officers.",Modernizing the police workflow.,3,Government,B2B -> Analytics,1744335489,Artificial Intelligence,GovTech,false,true,false,Spring 2025,Active,Government,,United States of America,America / Canada,Early,false,false,,false,30541,Code Four,none,https://codefour.us/,none,"San Francisco, CA, USA",none,"Code Four slashes the administrative burden on law enforcement through AI-driven automation. Officers spend up to a third of their shifts manually transcribing body camera footage, creating inaccuracies, reducing transparency, and cutting into frontline duties. We're here to eliminate these inefficiencies by integrating with body cameras, record management systems, and digital evidence management systems—acting as a software layer for data processing. 

We free the most overworked and underappreciated people in the world: police officers.",none,Modernizing the police workflow.,none,Artificial Intelligence,none,GovTech,none,,,,Computer Vision,,,,Computer Vision,none,,,,,,,,,,,,
30528,Probo,probo,https://bookface-images.s3.amazonaws.com/small_logos/c0e14dfc874747053fa6732daf6dbf9f9ed3e18d.png,https://www.getprobo.com/,"San Francisco, CA, USA","Probo acts like your compliance team. You tell us how you work, and Probo does the rest:
1. Set the right requirements - not overkill
2. Handle docs, risks, controls, evidence
3. Run the audit
4. Keep everything up to date afterward
Founders shouldn’t lose weeks to this stuff. Even one day is too much.
",We help you get compliant while you focus on your business.,2,B2B,B2B -> Security,1747978784,SaaS,B2B,false,false,false,Spring 2025,Active,B2B,Security,United States of America,America / Canada,Early,false,false,,false,30528,Probo,none,https://www.getprobo.com/,none,"San Francisco, CA, USA",none,"Probo acts like your compliance team. You tell us how you work, and Probo does the rest:
1. Set the right requirements - not overkill
2. Handle docs, risks, controls, evidence
3. Run the audit
4. Keep everything up to date afterward
Founders shouldn’t lose weeks to this stuff. Even one day is too much.
",none,We help you get compliant while you focus on your business.,none,SaaS,none,B2B,none,,,,Compliance,Cybersecurity,Remote,Partly Remote,Compliance,none,Cybersecurity,none,,,,,,,,,,
30524,Lapel,lapel,https://bookface-images.s3.amazonaws.com/small_logos/43b4720ee8b1c90bf120b33611e6eebe044cd993.png,https://lapel.com/,,"Lapel is building a customer operations platform that brings hospitality to the internet: tools to power every touchpoint across sales, success, and support.

Today, most teams manage relationships through dashboards, funnels, and canned replies—great for metrics, terrible for humans. We believe online customer relationships should feel personal, not transactional.

Learn more at lapel.com",Scale personalized service to every customer.,2,B2B,B2B,1747773891,,,false,true,false,Spring 2025,Active,B2B,,Unspecified,,Early,false,false,,false,30524,Lapel,none,https://lapel.com/,none,,none,"Lapel is building a customer operations platform that brings hospitality to the internet: tools to power every touchpoint across sales, success, and support.

Today, most teams manage relationships through dashboards, funnels, and canned replies—great for metrics, terrible for humans. We believe online customer relationships should feel personal, not transactional.

Learn more at lapel.com",none,Scale personalized service to every customer.,none,,,,,"Echo Exploration Company, Inc.","Echo Exploration Company, Inc.",none,,,,,,,,,,,,Echo Exploration Co.,Echo Exploration Co.,none,,,,
30520,Synthetic Society,synthetic-society,https://bookface-images.s3.amazonaws.com/small_logos/b2b8be4ce1ebb38b874cd798499bbc2de228fc36.png,https://syntheticsociety.ai/,"San Francisco, CA, USA",,Synthetic Users to Simulate Real Users,2,B2B,"B2B -> Engineering, Product and Design",1752639112,Artificial Intelligence,Developer Tools,false,false,false,Summer 2025,Active,B2B,"Engineering, Product and Design",United States of America,America / Canada,Early,false,false,,false,30520,Synthetic Society,none,https://syntheticsociety.ai/,none,"San Francisco, CA, USA",none,,none,Synthetic Users to Simulate Real Users,none,Artificial Intelligence,none,Developer Tools,none,Lizzie AI,Lizzie AI,none,B2B,,,,B2B,none,,,,,,,,,,,,
30511,Vassar Robotics,vassar-robotics,https://bookface-images.s3.amazonaws.com/small_logos/298de1df0e98ea832138177668c9cea22705e3fb.png,https://www.vassarrobotics.com,"San Francisco, CA, USA","We build home humanoids the practical way—an open, mass-produced developer kit powering a real-home teleop data flywheel to autonomy, giving families back 20 hours/week.",Open-source semi-humanoid dev kit → home data → autonomy → 20h/wk,3,Consumer,Consumer -> Consumer Electronics,1745005061,,,false,false,false,Spring 2025,Active,Consumer,Consumer Electronics,United States of America,America / Canada,Early,false,false,,false,30511,Vassar Robotics,none,https://www.vassarrobotics.com,none,"San Francisco, CA, USA",none,"We build home humanoids the practical way—an open, mass-produced developer kit powering a real-home teleop data flywheel to autonomy, giving families back 20 hours/week.",none,Open-source semi-humanoid dev kit → home data → autonomy → 20h/wk,none,,,,,JORCA Robotics,JORCA Robotics,none,,,,,,,,,,,,,,,,,,
30507,ParaQuery,paraquery,https://bookface-images.s3.amazonaws.com/small_logos/023b1fec88d11ac0cc00d33e137188a1088f80f1.png,https://paraquery.com,"New York, NY, USA; Remote","ParaQuery is a fully-managed GPU-accelerated Spark solution providing double the performance at half the cost compared to solutions like Databricks and BigQuery. It is fully Spark-compatible, cloud agnostic, and has seamless integrations everywhere, all without vendor lock-in. ParaQuery makes it trivial to run large SQL and Spark workloads efficiently and serverlessly, without any data migrations.",Managed GPU-accelerated Spark + SQL at 2x speed and half the cost,1,B2B,B2B -> Infrastructure,1745603504,Developer Tools,Analytics,false,false,false,Spring 2025,Active,B2B,Infrastructure,United States of America,America / Canada,Early,false,false,,false,30507,ParaQuery,none,https://paraquery.com,none,"New York, NY, USA; Remote",none,"ParaQuery is a fully-managed GPU-accelerated Spark solution providing double the performance at half the cost compared to solutions like Databricks and BigQuery. It is fully Spark-compatible, cloud agnostic, and has seamless integrations everywhere, all without vendor lock-in. ParaQuery makes it trivial to run large SQL and Spark workloads efficiently and serverlessly, without any data migrations.",none,Managed GPU-accelerated Spark + SQL at 2x speed and half the cost,none,Developer Tools,none,Analytics,none,Hypermorphic,Hypermorphic,none,Big Data,Enterprise Software,Remote,Fully Remote,Big Data,none,Enterprise Software,none,Infrastructure,Infrastructure,none,,,,,,,
